id,ingested_at,gateway_id,device_timestamp,tag_mac,found,rssi
19568,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:31+00,7c:ec:79:44:e0:5f,f,-127
19766,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:33+00,7c:ec:79:47:73:62,t,-90
19767,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:33+00,d4:f5:13:79:e4:5b,t,-78
19768,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:33+00,7c:ec:79:44:e0:5f,t,-82
19569,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:35+00,7c:ec:79:47:73:62,f,-127
19570,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:35+00,d4:f5:13:79:e4:5b,f,-127
19571,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:35+00,7c:ec:79:44:e0:5f,f,-127
19769,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:37+00,7c:ec:79:47:73:62,t,-92
19770,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:37+00,d4:f5:13:79:e4:5b,t,-74
19771,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:37+00,7c:ec:79:44:e0:5f,t,-82
19572,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:39+00,7c:ec:79:47:73:62,f,-127
19573,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:39+00,d4:f5:13:79:e4:5b,f,-127
19574,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:39+00,7c:ec:79:44:e0:5f,f,-127
19772,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:41+00,7c:ec:79:47:73:62,t,-93
19773,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:41+00,d4:f5:13:79:e4:5b,t,-75
19774,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:41+00,7c:ec:79:44:e0:5f,t,-89
19575,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:43+00,7c:ec:79:47:73:62,f,-127
19576,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:43+00,d4:f5:13:79:e4:5b,f,-127
19577,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:43+00,7c:ec:79:44:e0:5f,f,-127
19775,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:45+00,7c:ec:79:47:73:62,t,-85
19776,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:45+00,d4:f5:13:79:e4:5b,t,-75
19777,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:45+00,7c:ec:79:44:e0:5f,t,-84
19578,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:47+00,7c:ec:79:47:73:62,f,-127
19579,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:47+00,d4:f5:13:79:e4:5b,f,-127
19580,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:47+00,7c:ec:79:44:e0:5f,f,-127
19778,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:49+00,7c:ec:79:47:73:62,t,-83
19779,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:49+00,d4:f5:13:79:e4:5b,t,-93
19780,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:49+00,7c:ec:79:44:e0:5f,t,-82
19581,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:51+00,7c:ec:79:47:73:62,f,-127
19582,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:51+00,d4:f5:13:79:e4:5b,f,-127
19583,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:51+00,7c:ec:79:44:e0:5f,f,-127
19781,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:53+00,7c:ec:79:47:73:62,t,-91
19782,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:53+00,d4:f5:13:79:e4:5b,t,-91
19783,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:53+00,7c:ec:79:44:e0:5f,t,-82
19584,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:55+00,7c:ec:79:47:73:62,f,-127
19585,2026-06-01 20:41:52.009326+00,gw-esp32-01,2026-06-01 20:33:55+00,d4:f5:13:79:e4:5b,f,-127
19586,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:33:55+00,7c:ec:79:44:e0:5f,f,-127
19784,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:57+00,7c:ec:79:47:73:62,t,-92
19785,2026-06-01 20:41:54.142241+00,gw-esp32-01,2026-06-01 20:33:57+00,d4:f5:13:79:e4:5b,t,-81
19836,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:33:57+00,7c:ec:79:44:e0:5f,t,-82
19587,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:33:59+00,7c:ec:79:47:73:62,f,-127
19588,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:33:59+00,d4:f5:13:79:e4:5b,f,-127
19589,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:33:59+00,7c:ec:79:44:e0:5f,f,-127
19837,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:01+00,7c:ec:79:47:73:62,t,-90
19838,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:01+00,d4:f5:13:79:e4:5b,t,-81
19839,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:01+00,7c:ec:79:44:e0:5f,t,-82
19590,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:03+00,7c:ec:79:47:73:62,f,-127
19591,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:03+00,d4:f5:13:79:e4:5b,f,-127
19592,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:03+00,7c:ec:79:44:e0:5f,f,-127
19840,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:05+00,7c:ec:79:47:73:62,t,-93
19841,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:05+00,d4:f5:13:79:e4:5b,t,-80
19842,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:05+00,7c:ec:79:44:e0:5f,t,-88
19593,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:07+00,7c:ec:79:47:73:62,f,-127
19594,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:07+00,d4:f5:13:79:e4:5b,f,-127
19595,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:07+00,7c:ec:79:44:e0:5f,f,-127
19843,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:09+00,7c:ec:79:47:73:62,t,-92
19844,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:09+00,d4:f5:13:79:e4:5b,t,-89
19845,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:09+00,7c:ec:79:44:e0:5f,t,-82
19596,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:11+00,7c:ec:79:47:73:62,f,-127
19597,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:11+00,d4:f5:13:79:e4:5b,f,-127
19598,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:11+00,7c:ec:79:44:e0:5f,f,-127
19846,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:13+00,7c:ec:79:47:73:62,t,-90
19847,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:13+00,d4:f5:13:79:e4:5b,t,-90
19848,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:13+00,7c:ec:79:44:e0:5f,t,-87
19599,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:15+00,7c:ec:79:47:73:62,f,-127
19600,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:15+00,d4:f5:13:79:e4:5b,f,-127
19601,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:15+00,7c:ec:79:44:e0:5f,f,-127
19849,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:17+00,7c:ec:79:47:73:62,t,-90
19850,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:17+00,d4:f5:13:79:e4:5b,t,-90
19851,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:17+00,7c:ec:79:44:e0:5f,t,-82
19602,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:19+00,7c:ec:79:47:73:62,f,-127
19603,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:19+00,d4:f5:13:79:e4:5b,f,-127
19604,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:19+00,7c:ec:79:44:e0:5f,f,-127
19852,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:21+00,7c:ec:79:47:73:62,t,-92
19853,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:21+00,d4:f5:13:79:e4:5b,t,-81
19854,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:21+00,7c:ec:79:44:e0:5f,t,-84
19605,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:23+00,7c:ec:79:47:73:62,f,-127
19606,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:23+00,d4:f5:13:79:e4:5b,f,-127
19607,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:23+00,7c:ec:79:44:e0:5f,f,-127
19855,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:25+00,7c:ec:79:47:73:62,t,-92
19856,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:25+00,d4:f5:13:79:e4:5b,t,-81
19857,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:25+00,7c:ec:79:44:e0:5f,t,-82
19608,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:27+00,7c:ec:79:47:73:62,f,-127
19609,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:27+00,d4:f5:13:79:e4:5b,f,-127
19610,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:27+00,7c:ec:79:44:e0:5f,f,-127
19858,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:29+00,7c:ec:79:47:73:62,t,-90
19859,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:29+00,d4:f5:13:79:e4:5b,t,-75
19860,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:29+00,7c:ec:79:44:e0:5f,t,-82
19611,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:31+00,7c:ec:79:47:73:62,f,-127
19612,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:31+00,d4:f5:13:79:e4:5b,f,-127
19613,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:31+00,7c:ec:79:44:e0:5f,f,-127
19861,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:33+00,7c:ec:79:47:73:62,t,-83
19862,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:33+00,d4:f5:13:79:e4:5b,t,-75
19863,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:33+00,7c:ec:79:44:e0:5f,t,-91
19614,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:35+00,7c:ec:79:47:73:62,f,-127
19615,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:35+00,d4:f5:13:79:e4:5b,f,-127
19616,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:35+00,7c:ec:79:44:e0:5f,f,-127
19864,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:37+00,7c:ec:79:47:73:62,t,-92
19865,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:37+00,d4:f5:13:79:e4:5b,t,-75
19866,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:37+00,7c:ec:79:44:e0:5f,t,-82
19617,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:39+00,7c:ec:79:47:73:62,f,-127
19618,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:39+00,d4:f5:13:79:e4:5b,f,-127
19619,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:39+00,7c:ec:79:44:e0:5f,f,-127
19867,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:41+00,7c:ec:79:47:73:62,t,-90
19868,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:41+00,d4:f5:13:79:e4:5b,t,-92
19869,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:41+00,7c:ec:79:44:e0:5f,t,-81
19620,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:43+00,7c:ec:79:47:73:62,f,-127
19621,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:43+00,d4:f5:13:79:e4:5b,f,-127
19622,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:43+00,7c:ec:79:44:e0:5f,f,-127
19870,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:45+00,7c:ec:79:47:73:62,t,-91
19871,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:45+00,d4:f5:13:79:e4:5b,t,-91
19872,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:45+00,7c:ec:79:44:e0:5f,t,-89
19623,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:47+00,7c:ec:79:47:73:62,f,-127
19624,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:47+00,d4:f5:13:79:e4:5b,f,-127
19625,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:47+00,7c:ec:79:44:e0:5f,f,-127
19873,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:49+00,7c:ec:79:47:73:62,t,-92
19874,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:49+00,d4:f5:13:79:e4:5b,t,-91
19875,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:49+00,7c:ec:79:44:e0:5f,t,-82
19626,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:51+00,7c:ec:79:47:73:62,f,-127
19627,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:51+00,d4:f5:13:79:e4:5b,f,-127
19628,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:51+00,7c:ec:79:44:e0:5f,f,-127
19876,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:53+00,7c:ec:79:47:73:62,t,-92
19877,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:53+00,d4:f5:13:79:e4:5b,t,-81
19878,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:53+00,7c:ec:79:44:e0:5f,t,-89
19629,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:55+00,7c:ec:79:47:73:62,f,-127
19630,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:55+00,d4:f5:13:79:e4:5b,f,-127
19631,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:55+00,7c:ec:79:44:e0:5f,f,-127
19879,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:57+00,7c:ec:79:47:73:62,t,-92
19880,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:57+00,d4:f5:13:79:e4:5b,t,-81
19881,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:34:57+00,7c:ec:79:44:e0:5f,t,-88
19632,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:59+00,7c:ec:79:47:73:62,f,-127
19633,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:59+00,d4:f5:13:79:e4:5b,f,-127
19634,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:34:59+00,7c:ec:79:44:e0:5f,f,-127
19882,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:35:01+00,7c:ec:79:47:73:62,t,-89
19883,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:35:01+00,d4:f5:13:79:e4:5b,t,-92
19884,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:35:01+00,7c:ec:79:44:e0:5f,t,-88
19635,2026-06-01 20:41:52.633504+00,gw-esp32-01,2026-06-01 20:35:03+00,7c:ec:79:47:73:62,f,-127
19636,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:03+00,d4:f5:13:79:e4:5b,f,-127
19637,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:03+00,7c:ec:79:44:e0:5f,f,-127
19885,2026-06-01 20:41:55.06822+00,gw-esp32-01,2026-06-01 20:35:05+00,7c:ec:79:47:73:62,t,-89
19936,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:05+00,d4:f5:13:79:e4:5b,t,-90
19937,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:05+00,7c:ec:79:44:e0:5f,t,-86
19638,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:07+00,7c:ec:79:47:73:62,f,-127
19639,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:07+00,d4:f5:13:79:e4:5b,f,-127
19640,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:07+00,7c:ec:79:44:e0:5f,f,-127
19938,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:09+00,7c:ec:79:47:73:62,t,-88
19939,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:09+00,d4:f5:13:79:e4:5b,t,-91
19940,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:09+00,7c:ec:79:44:e0:5f,t,-82
19641,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:11+00,7c:ec:79:47:73:62,f,-127
19642,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:11+00,d4:f5:13:79:e4:5b,f,-127
19643,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:11+00,7c:ec:79:44:e0:5f,f,-127
19941,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:13+00,7c:ec:79:47:73:62,t,-87
19942,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:13+00,d4:f5:13:79:e4:5b,t,-81
19943,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:13+00,7c:ec:79:44:e0:5f,t,-83
19644,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:15+00,7c:ec:79:47:73:62,f,-127
19645,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:15+00,d4:f5:13:79:e4:5b,f,-127
19646,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:15+00,7c:ec:79:44:e0:5f,f,-127
19944,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:17+00,7c:ec:79:47:73:62,t,-90
19945,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:17+00,d4:f5:13:79:e4:5b,t,-81
19946,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:17+00,7c:ec:79:44:e0:5f,t,-89
19647,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:19+00,7c:ec:79:47:73:62,f,-127
19648,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:19+00,d4:f5:13:79:e4:5b,f,-127
19649,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:19+00,7c:ec:79:44:e0:5f,f,-127
19947,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:21+00,7c:ec:79:47:73:62,t,-90
19948,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:21+00,d4:f5:13:79:e4:5b,t,-75
19949,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:21+00,7c:ec:79:44:e0:5f,t,-83
19650,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:23+00,7c:ec:79:47:73:62,f,-127
19651,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:23+00,d4:f5:13:79:e4:5b,f,-127
19652,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:23+00,7c:ec:79:44:e0:5f,f,-127
19950,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:25+00,7c:ec:79:47:73:62,t,-88
19951,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:25+00,d4:f5:13:79:e4:5b,t,-75
19952,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:25+00,7c:ec:79:44:e0:5f,t,-83
19653,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:27+00,7c:ec:79:47:73:62,f,-127
19654,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:27+00,d4:f5:13:79:e4:5b,f,-127
19655,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:27+00,7c:ec:79:44:e0:5f,f,-127
19953,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:29+00,7c:ec:79:47:73:62,t,-85
19954,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:29+00,d4:f5:13:79:e4:5b,t,-89
19955,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:29+00,7c:ec:79:44:e0:5f,t,-86
19656,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:31+00,7c:ec:79:47:73:62,f,-127
19657,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:31+00,d4:f5:13:79:e4:5b,f,-127
19658,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:31+00,7c:ec:79:44:e0:5f,f,-127
19956,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:33+00,7c:ec:79:47:73:62,t,-90
19957,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:33+00,d4:f5:13:79:e4:5b,t,-91
19958,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:33+00,7c:ec:79:44:e0:5f,t,-83
19659,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:35+00,7c:ec:79:47:73:62,f,-127
19660,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:35+00,d4:f5:13:79:e4:5b,f,-127
19661,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:35+00,7c:ec:79:44:e0:5f,f,-127
19959,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:37+00,7c:ec:79:47:73:62,t,-89
19960,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:37+00,d4:f5:13:79:e4:5b,t,-89
19961,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:37+00,7c:ec:79:44:e0:5f,t,-83
19662,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:39+00,7c:ec:79:47:73:62,f,-127
19663,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:39+00,d4:f5:13:79:e4:5b,f,-127
19664,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:39+00,7c:ec:79:44:e0:5f,f,-127
19962,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:41+00,7c:ec:79:47:73:62,t,-89
19963,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:41+00,d4:f5:13:79:e4:5b,t,-80
19964,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:41+00,7c:ec:79:44:e0:5f,t,-88
19665,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:43+00,7c:ec:79:47:73:62,f,-127
19666,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:43+00,d4:f5:13:79:e4:5b,f,-127
19667,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:43+00,7c:ec:79:44:e0:5f,f,-127
19965,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:45+00,7c:ec:79:47:73:62,t,-91
19966,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:45+00,d4:f5:13:79:e4:5b,t,-91
19967,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:45+00,7c:ec:79:44:e0:5f,t,-89
19668,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:47+00,7c:ec:79:47:73:62,f,-127
19669,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:47+00,d4:f5:13:79:e4:5b,f,-127
19670,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:47+00,7c:ec:79:44:e0:5f,f,-127
19968,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:49+00,7c:ec:79:47:73:62,t,-91
19969,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:49+00,d4:f5:13:79:e4:5b,t,-91
19970,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:49+00,7c:ec:79:44:e0:5f,t,-82
19671,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:51+00,7c:ec:79:47:73:62,f,-127
19672,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:51+00,d4:f5:13:79:e4:5b,f,-127
19673,2026-06-01 20:41:53.528815+00,gw-esp32-01,2026-06-01 20:35:51+00,7c:ec:79:44:e0:5f,f,-127
19971,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:53+00,7c:ec:79:47:73:62,t,-89
19972,2026-06-01 20:41:55.703434+00,gw-esp32-01,2026-06-01 20:35:53+00,d4:f5:13:79:e4:5b,t,-80
